text,product,target,processed
watching live. Not the tsunami. Apple iPad line at Austin #sxsw. Mostly @mention oh and that sexy @mention,,1,watching live tsunami line mostly sexy
#ipad2 delivery at the pop up @mention store @mention Quite possible! #sxsw #sxswi {link},iPad,2,delivery store quite possible
Never realized that there was a story/meaning behind every Google logo. So cool. Loving hearing from the #GoogleDoodle Team! #gsdm #sxsw,Google,2,never realized story meaning behind every logo cool loving hearing googledoodle team gsdm
Austin folks: Any stores that carry Apple accessories (keyboard/mouse) near Alamo Lake Creek? Mine didn't make the trip #sxsw,,1,folk store carry accessory keyboard mouse near alamo lake creek mine make trip
calling all android &amp; iphone app devs you need to follow @mention NOW &amp; find him at #sxsw screenburn for cool swag,,1,calling android devs need follow find screenburn cool swag
"I just fell asleep for 2 hours with my eyes open, staring into the #SXSW stream on my iPad 2. {link}",,1,fell asleep hour eye open staring stream
iPad 2 will be taking over #SXSW. I'm prepared for this to be the most fun weekend of my career.,iPad,2,taking prepared weekend career
Google Will Connect the Digital &amp; Physical Worlds Through Mobile -{link} #sxsw,,1,connect digital physical world mobile
Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} #sxsw #mobile #mcommerce,,1,connect digital physical world mobile mobile mcommerce
Google will eat itself #rhizome #sxswk #sxsw  @mention Hilton {link},Google,0,rhizome sxswk hilton
Omg.. Still in line for the new iPad n dieing of hunger! #sxsw who else is in line?,iPad,2,still line dieing hunger else line
Welcome all iPad 2 owners and new used iPad owners. There's room for everyone at this party. #SXSW #postPC,iPad,2,welcome owner used owner room everyone party postpc
Google will launch a new Social Network called #CIRCLES {link} Focused on increased privacy &amp; relevance....announced at #SXSW,,1,launch social network called circles focused increased privacy relevance announced
Google will launch major new social network called Circles. #SXSW,,1,launch major social network called circle
Google soll noch heute Social Network #Google #Circles starten. {link} #SXSW (via @mention @mention,,1,soll noch heute social network circles starten
"Google will not launch Facebook competitor Circles @mention #sxsw today as thought, creeper half-friends the world over disappointed.",Google,0,launch facebook competitor circle today thought creeper half friend world disappointed
"Google will preview major new social service, Circles, at #sxsw today, says @mention {link}  (ht @mention",,1,preview major social service circle today say
Hearing all sorts of conflicting reports about Google launching Circles/GoogleMe/+1 at #SXSW. Any real word in Austin? {link},,1,hearing sort conflicting report launching circle googleme real word
"And it will suck. RT @mention RT @mention Google will preview major new social service, Circles, at #sxsw today {link}",Other Google product or service,0,suck preview major social service circle today
Google will take over the world #SXSW (@mention ACC - Ballroom D w/ 97 others) {link},Google,2,take world ballroom others
Look at all these people at #sxsw with iPad 1's. No shame.,iPad,0,look people shame
"I want yall to know Apple built a pop up store in 3 days, only selling the iPad2, wow #sxsw {link}",Apple,2,want yall know built store day selling
"Morning all, so will we be hearing about Google Circles Today? {link} #sxsw",,1,morning hearing circle today
Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Android App,2,gowalla win best andoid team android choice award thanks
App is called 'your hands' #sxsw RT @mention Need an app to turn my iPhone into a wifi mouse for my iPad. Exist?,,1,called hand need turn wifi mouse exist
"Hello, Holler Gram! Come take a look at our new (and first!) iPad app {link} #hollergram #sxsw",iPad or iPhone App,2,hello holler gram come take look first hollergram
"Hello, Holler Gram! Get to know @mention new iPad app {link} #hollergram #sxsw",,1,hello holler gram know hollergram
{link} Killer shot I got last night of @mention at the #nokiaconnects concert for #SXSW,,1,killer shot last night nokiaconnects concert
I realllllllly need to upgrade my phone haha RT @mention 10 iPhone Apps youÛªll Probably Need and Use During #SXSW {link},iPad or iPhone App,2,realllllllly need upgrade phone haha apps probably need
Barton Hollow is a free song download &amp; featured album on @mention @mention 2011 Featured Mix! {link} #iTunes #sxsw,,1,barton hollow free song download featured album featured itunes
I feel silly but cannot figure out how to update the #sxsw mobile app on android. It doesn't seem to have &quot;options&quot; (bottom left button)?,,0,feel silly cannot figure update mobile android seem option bottom left button
Had a really good look at IE9 today @mention #sxsw and as an Apple #fanboy I was very impressed,iPad or iPhone App,2,really good look today fanboy impressed
"Tim O'Reilly his Web 2.0 definition - companies that survived built value from consumer-generated data. eBay, Amazon, Google. #sxsw",,1,reilly definition company survived built value consumer generated data ebay amazon
"I was really hoping #SXSW would bring an Android version of @mention Oh well, maybe someday...a long time from now.",Android App,0,really hoping would bring android version well maybe someday long time
"Will overload of info delivered by Google kill discovery? Google says ppl won't lose curiosity, but I wonder...We need serendipity. #SXSW",Google,0,overload info delivered kill discovery say lose curiosity wonder need serendipity
"Data overload? EVERY month: 45bil pieces of #Facebook content, 3bil tweets &amp; 11bil #Google searches. #SXSW",,1,data overload every month piece facebook content tweet search
Just downloaded an ipad app for countering jetlag in Austin. #sxsw,,2,downloaded countering jetlag
Just downloaded the #sxsw go app off the android market... let's get ittttt,Android App,2,downloaded android market ittttt
Just downloaded the Asddieu app in preparation for #sxsw.  Pumped.  You need to check it out  {link} #app #events #networking,iPad or iPhone App,2,downloaded asddieu preparation pumped need check app events networking
"Woman in lobby: &quot;there's a website called, like, stupid iPhone speller, and it's ppl taking pics of funny autocorrected words.&quot; #sxsw",,1,woman lobby website called like stupid speller taking pic funny autocorrected word
Rumoured location of apple pop up store iun austin texas #sxsw...cheers {link},Apple,1,rumoured location store texas cheer
Guy Gets Logo Tattoo For iPad {link} at #sxsw #austin,,1,get logo tattoo austin
@mention Lol. Here at #sxsw Apple have a pop up store. iPad 2's are flying off the shelves. It's a hipster feeding frenzy!,iPad,2,store flying shelf hipster feeding frenzy
"Wow very long queue of people at apple pop up store now, some have bought 3 iPads! #sxsw@mention Room#NokiaConnects",iPad,2,long queue people store bought ipads roomnokiaconnects
@mention look! RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW ... {link},,2,look ubersocial store includes uberguide
@mention Looks like you could get your iPad2 here {link} #apple #sxsw,iPad,2,look like could
Awesome. Lost colleague. Left iphone in car. #fail #sxsw,,1,awesome lost colleague left fail
@mention lost its way by caring too much about its business.  - tim o'reilly #SXSW,,1,lost caring much business reilly
I expect lots of buzz about iPad 2 at #sxsw since it comes out tomorrow. But will it support Flash? Maybe so: {link} #elonsxsw,iPad,2,expect lot buzz since come tomorrow support flash maybe elonsxsw
kinda jealous of the ubiquity of ipad's here...#sxsw,iPad,2,kinda jealous ubiquity
"A lot of love for Google APIs in session on visualizing government data @mention #sxsw, including My Maps, Maps API, Fusion Tables and Refine.",Other Google product or service,2,love apis session visualizing government data including map map fusion table refine
@mention love the #ipad2.  Got one at the pop-up Apple Store for #sxsw attendees.,iPad,2,love store attendee
@mention love what y'all do at #SXSW. How come I'm getting login authorization error almost every time I open my app on iPhone?,iPad or iPhone App,0,love come getting login authorization error almost every time open
Apple employee psyches up line at pop up shop at #SXSW moments before iPad 2 goes on sale!  {link},Apple,2,employee psyche line shop moment go sale
Apple employees just showed up in force to the #SXSW PopUp Apple Store. #iPad2,,2,employee showed force popup store
#SxSW #HELP Request: Where's the downtown Austin Apple Store? I've walked past it but now can't find it &amp; doesn't show in a map search. #Thx,,1,help request downtown store walked past find show search thx
Whrrl girls handing out chances to win 2 Audi cars! Come find us! #SXSW (@mention Apple Store SXSW) {link},,1,whrrl girl handing chance audi car come find store
Apple built a pop up store in 3 days for #SXSW. Open 24/7 only selling iPad 2's,,1,built store day open selling
Apple built an experience ecosystem with the iPod. The MP3 player is just an app.  #critthink #sxsw,,1,built experience ecosystem ipod player critthink
"RT #LOVE&lt;=&gt; Hey Austin, know a little about #iPhone or #Android, love music &amp; wanna make $20/hour during #SXSW? Please let me know.: Hey...",,1,love know little android love music wanna make hour please know
4 Most Valuable Apple iPad Apps; Top Critical Tasks Managed | uber.la &lt; all ipad all day #sxsw {link},,1,valuable apps critical task managed uber
@mention Luckily @mention has a pop up store at #SXSW!,,2,luckily store
"Hey, you lucky dogs at #SXSW with iPads -- check out the Holler Gram app: {link}",iPad,2,lucky dog ipads check holler gram
"After failure of Google buzz, Google Latitude, now Google Circle! Seriously Google needs to concentrate more on search! #FAIL #google #sxsw",Google,0,failure buzz latitude circle seriously need concentrate search fail
We're at Lustre Pearl for #teamandroidsxsw cause we love our Android geeks! #sxsw {link},Android,2,lustre pearl teamandroidsxsw cause love android geek
Mr Heavenly (aka the band w/ Michael Cera) ready to rock the Bat Bar at #sxsw. iPhone cameras de rigeur.,iPhone,2,heavenly band michael cera ready rock camera rigeur
"Very timely #SXSW RT @mention Bing's search engine share continues to rise, up to 13.6%. Google still tops at 65.4% {link}",Google,2,timely bing search engine share continues rise still top
Hmm....only 9? #SXSW right-brain #mwrc11 left-brain?? :) RT @mention @mention at #SXSW 9 out of 10 attendees have Mac or iPad,iPad,2,right brain mwrc left brain attendee
It was only a matter of time -Googleto launch a social network May called Google Circles? {link} via @mention #sxsw,,1,matter time googleto launch social network called circle
"You finally get everyone to buy in to Facebook and then Google introduces Circle. No fair. Stop with all the innovation, people #sxsw",,0,finally everyone facebook introduces circle fair stop innovation people
"You finally get everyone to buy in to Facebook and then Google introduces Circles. No fair. Stop with all the innovation, people #sxsw",Other Google product or service,0,finally everyone facebook introduces circle fair stop innovation people
"DELICIOUSLY IRONIC GOOGLE PRIVACY PARTY MADE WHOLE BY &quot;BANKING CARTEL, MILITARY-SCIENTIFIC DICTATORSHIP TAKEOVER&quot; CAB RANT! #SXSW",,1,deliciously ironic privacy party made whole banking cartel military scientific dictatorship takeover rant
In a really long line to get into the ACLU/Google party. Not sure I can wait this out. #sxsw,Google,2,really long line aclu party sure wait
Desperately need a charging station! Any spots out there for a dying iPhone? #SXSW,,1,desperately need charging station spot dying
"Do I really need to get vaccines before #sxsw? iPhone-onset prostate cancer, chortler's cough, mustachepox. Are these real things?",,1,really need vaccine onset prostate cancer chortler cough mustachepox real thing
Beautifully smart and simple idea RT @mention @mention wrote about our #hollergram iPad app for #sxsw! {link},iPad or iPhone App,2,beautifully smart simple idea wrote hollergram
"Tim OReilly: Saying that the value what made Web 2.0 is large databases of user contribution. Google, Craigs List, Amazon...#sxsw.",,1,oreilly saying value made large database user contribution craigs list amazon
#sxsw #crm #scrm Join me @mention SXSW next Sunday 3/13 at noon at Hilton Austin 4 coffee &amp; chat. Old ACT! users &amp; now can show VIPorbit 4 iPhone,,1,crm scrm join next sunday noon hilton coffee chat user show viporbit
Funny poem at 'your mom has a ipad' session. #SXSW,,1,funny poem session
Scepticism expressed about iPad newspapers at #SXSW {link},,1,scepticism expressed newspaper
Well.. I'm first in line. 10.5 hours to go.  #iPad #Apple #SXSW #sleepy,,1,well first line hour sleepy
My kingdom for a way to filter Tweets that include the words &quot;I just unlocked&quot; on the Twitter iPhone app during #sxsw.,,1,kingdom filter tweet include word unlocked twitter
"I know I'm late to the game here, but I REALLY dig #flipboard for iPad #SXSW",iPad,2,know late game really flipboard
So sad I'm missing the iPad 2 launch at *South By.*  That sounds so chill!!!!  #sxsw #ipad #jk,iPad,2,missing launch south sound chill
Atomic Tom rocked at the CNN Grill Party. They're from Brooklyn. Google them. Also: the food and drinks are fantastic. #sxsw #sxswi,,1,atomic rocked grill party brooklyn also food drink fantastic
video from the popup Apple store: {link} #sxsw #sxswi,,1,video popup store
"Video: Tim Wu explains to me #netneutrality, information empires and himself: {link} thanks @mention @mention #sxsw",,1,video explains netneutrality information empire thanks
Photo: I made it to Austin. I made it to #SXSW. I made it into some party hosted by Google and the ACLU or... {link},,1,photo made made made party hosted aclu
"@mention Making new fans and friends, I hope? RT @mention Hanging at six lounge rooftop for google/blogger party - gr8 dj #sxsw",,1,making fan friend hope hanging lounge rooftop blogger party
At Gingerman. There's a gent in a kilt playing with an iPad. #NNNNEEERRRRDDDDSSS #sxsw,,1,gingerman gent kilt playing nnnneeerrrrddddsss
"First of many at #sxsw. &quot;@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw&quot;",,1,first many launch major social network called circle possibly today
"I got so many cool things from #sxsw.. headsets, usb drives, iphone chargers galore, earphones... must have 1k in products! #rad",,2,many cool thing headset drive charger galore earphone must product rad
Google's Marissa Mayer - she is awesome! #SXSW #MarissaGoogle  {link},Google,2,marissa mayer awesome marissagoogle
"Google's Marissa Mayer demo'ing &quot;contextual discovery&quot; - using where you are, your history, time of search to refine results. #sxsw",,1,marissa mayer demo contextual discovery using history time search refine result
Google's Marissa Mayer extolling coolness of Google Mobile Maps v 5.2 &quot;Mobile surpassed desktop usage 4 1st time this year.&quot; #sxsw #sxswi,,1,marissa mayer extolling coolness mobile map mobile surpassed desktop usage time year
Google's Marissa Mayer is presenting about location. The nerds (read: me) swoon. #SXSW,,1,marissa mayer presenting location nerd read swoon
"Google's Marissa Mayer on mobile, contextual discovery and &quot;the power of here.&quot; #sxsw {link}",,1,marissa mayer mobile contextual discovery power
"Google's Marissa Mayer on the location-based 'fast, fun and future' {link} #SXSW",,1,marissa mayer location based fast future
"Google's Marissa Mayer on the location-based 'fast, fun and future' {link} #SXSW #SXSWi",,2,marissa mayer location based fast future
"Google's Marissa Mayer on the location-based 'fast, fun and future' {link} #SXSW #SXSWi {link}",,1,marissa mayer location based fast future
Google's Marissa Mayer rechristening augmented reality as &quot;contextual discovery.&quot; Definitely less Phillip K Dickish. #SXSW ^@mention,,1,marissa mayer rechristening augmented reality contextual discovery definitely le phillip dickish
Google's Marissa Mayer Says Location Is Everything   {link} via @mention #SXSW,,1,marissa mayer say location everything
Google's Marissa Mayer up next at #SXSW - looking forward to this.,Google,2,marissa mayer next looking forward
Google's Marissa Mayer: &quot;The mobile phone is a cursor that connects the physical and digital worlds.&quot; #sxsw,Google,2,marissa mayer mobile phone cursor connects physical digital world
Google's Marissa Mayer: &quot;The mobile phone is a cursor that connects the physical and digital worlds.&quot; #sxsw {link},,1,marissa mayer mobile phone cursor connects physical digital world
"Watching Marissa Mayer talk about advanced / future Google location-based &amp; augmented reality projects, very cool! #SXSW #SXSWi",Other Google product or service,2,watching marissa mayer talk advanced future location based augmented reality project cool
Google's Marissa Meyers: &quot;Some of our products should just be features.&quot; Me: Agree #SXSW,,1,marissa meyers product feature agree
"Great summary from #SXSW Marissa Mayer talks of Layar, Hotpot, Maps and more {link}",,1,great summary marissa mayer talk layar hotpot map
"@mention massive lines at #sxsw apple store...agree, I can wait. Perhaps late early adopter?",Apple,2,massive line store agree wait perhaps late early adopter
Google's Matt Cuts drops a convoluted analogy about &quot;America's Funniest Home Videos&quot; to explain high-volumes Web-page automation. #sxsw,,1,matt cut drop convoluted analogy america funniest home video explain high volume page automation
Google's Mayer: Google Map's Route Around feature saves 2 yrs of drive time every day.  I missed the amount of gas that saves. Anyone? #sxsw,Other Google product or service,2,mayer route around feature save drive time every missed amount save anyone
"@mention Mayer's great theme during Q &amp; A: Simplicity, something all businesses should always keep in mind when developing. #sxsw",,1,mayer great theme simplicity something business always keep mind developing
Look for me at sxsw. I'm the bearded guy in plaid on an iPhone.  #sxsw  #nfusion,,1,look bearded plaid nfusion
The Go Game Launches Do-It-Yourself iPhone Scavenger Hunts {link} (via @mention @mention #LI #FB #SXSW,,1,game launch scavenger hunt
"Hi, if came out here for #sxsw and in line at the temp apple store to buy an ipad2 for the fuck home. #douchebloggers",,1,came line temp store fuck home douchebloggers
I want some time with this said iPad! RT @mention This schedule is heavier than my laptop. Where's my ipad already? #sxsw,iPad,2,want time said schedule heavier laptop already
Almost time to enter to win an iPad 2 at the #EMC booth in the #SXSW exhibit hall! @mention @mention,,1,almost time enter emc booth exhibit hall
Hey pick me up one too will ya? RT @mention Omg.. Still in line for the new iPad n dieing of hunger! #sxsw who else is in line?,,1,pick still line dieing hunger else line
OMG SIGN ME UP! Until when? RT @mention We're officially at #SXSW! Come by the @mention Grill &amp; youÛªll get to make your own iPhone case!,iPhone,2,sign officially come grill make case
Bah! I somehow lost my little @mention iPad wipe- between sessions at #sxsw.,,1,somehow lost little wipe session
Stop by @mention 's booth #206 at #SXSW to win an iPad2 ! {link},,1,stop booth
Nuts.  ÛÏ@mention @mention (via @mention #sxsw ipad store sold out of everything except 64gig wifi only whiteÛ,,1,nut store sold everything except wifi white
yup. RT @mention @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,2,come cool technology ever heard conference
"Next up @mention #sxswi: Your Mom Had An #iPad, Designing For Boomers #SXSW #sxswi",,1,next designing boomer
iPad DJ @mention about to rock #estyaustin #SXSW (@mention Venue 222 w/ 36 others) [pic]: {link},,1,rock estyaustin venue others
Cool RT @mention Apple set to open popup shop in core of #SXSW action {link},,1,cool open popup shop core action
heh. RT @mention Apple opening temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},,1,opening temporary store downtown launch
Nice RT @mention Apple to open pop-up store at SXSW Festival {link} #SXSW #ipad #mac,,2,nice open store festival mac
yawn RT @mention Apple set to open a pop-up shop at the #SXSW Interactive Conference. {link} #apple #iPad2,Apple,2,yawn open shop interactive conference
Yay! RT @mention Apple is opening up a temp store in Austin for #SXSW {link} via @mention #iPad2Û,Apple,2,opening temp store
LUV! RT @mention Best thing I heard this wknd at #SXSW &quot;I gave my iPad 2 money to #Japan relief Don't need iPad 2&quot; (@mention @mention,,1,best thing heard wknd gave money japan relief need
Talk by @mention beginning now. First met her in summer of '99 when she started at @mention Always enjoy seeing her speak. #sxsw,,1,talk beginning first summer started always enjoy seeing speak
If only @mention brought up the Google Whitelists again at #sxsw #qagb {link},,1,brought whitelists qagb
"Awesome @mention By my rough calculation, the beard to iPad ratio at SxSW is 1:1. #sxsw",,1,awesome rough calculation beard ratio
DANG RT @mention Confirmed! Apple store 2 week popup in Austin for #SXSW {link} (via @mention who gave us no credit! ),,1,dang confirmed store week popup gave credit
Rocking @mention for notes at #sxsw. Working out awesome on MBP or iPhone app. And they sync transparently.,iPad or iPhone App,2,rocking note working awesome sync transparently
"The New @mention for the Android 3.0 is so great, can't wait to use it during #sxsw !",Android,2,android great wait
True RT @mention From tablet/phone/laptop evidence at #SxSW they might as well call this country the United States of Apple. #sxswsa,,1,true tablet phone laptop evidence might well call country united state sxswsa
RT &gt; @mention Guy gets tattoo at SXSW so he could win a free iPad2 {link} #sxsw #tattoo #ipad #internet,,1,get tattoo could free tattoo internet
I guess @mention has no excuse not to get an iPad 2: {link} #sxsw,iPad,2,guess excuse
YES. RT @mention Haha the @mention drinking game: Drink every time Seth says Game Layer OR Google Ventures #sxsw cc @mention,,1,haha drinking game drink every time seth say game layer venture
Haha RT @mention How many of you don't use apple? Cause no one uses windows voluntarily. #Kawasaki #thisisdare #SXSW,Apple,2,haha many cause us window voluntarily kawasaki thisisdare
"Yay! RT @mention Hoot! New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",iPad or iPhone App,2,hoot blog post hootsuite mobile update blackberry android
"Yup. RT @mention I woke up before my iPhone finished recharging. That means I got enough sleep last night, right? #sxsw",,1,woke finished recharging mean enough sleep last night right
Haha RT @mention I'll bet there's a lot of nerds at #SXSW using the #iPhone Light Saber app in barroom brawls instead of their fists.,iPad or iPhone App,2,haha nerd using light saber barroom brawl instead fist
LOL! RT @mention I'll bet there's a lot of nerds at #SXSW using the #iPhone Light Saber app in barroom brawls instead of their fists.,iPad or iPhone App,2,nerd using light saber barroom brawl instead fist
Cool RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 .. {link},Apple,2,cool rumor opening temporary store downtown
Srsly? ÛÏ@mention It's not a rumor: Apple is  up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},iPad,2,srsly rumor temporary store downtown launch
"Hehe RTÛÏ@mention March 11. Austin, TX. Will people line up at the #SXSW registration or at the Apple Store? ^_^Û #mobile",,1,hehe march people line registration store mobile
RT &gt; @mention msc_page: Guy gets tattoo at SXSW so he could win a free iPad2 {link} #sxsw #tattoo #ipadÛ_ {link},,1,page get tattoo could free tattoo
Yup. RT @mention My #iPad envy is through. the. roof. Thanks every other person at #SXSW,iPad,2,envy roof thanks every person
iPad DJ @mention on the decks @mention for @mention KILLING!! #sxsw,,1,deck killing
iPad DJ @mention on the decks @mention for @mention KILLING!! #sxsw /via @mentionm,,1,deck killing
WOW! RT @mention Pop-up Apple Store seems to be out of pop-up iPad2s. #SXSW,Apple,1,store seems
Fab! RT @mention RT @mention So @mention just spilled the beans: next platform 4 #Flipboard is the iPhone.workin on it. #sxflip #SXSW #SXSWi,iPad or iPhone App,2,spilled bean next platform flipboard workin sxflip
"Hmmm RT @mention RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,1,hmmm launch major social network called circle possibly today
Lucky! ÛÏ@mention RT @mention Scored a #mophie juice pack at the #tradeshow #sxsw. Double your iPhone battery!Û,iPhone,2,lucky scored mophie juice pack tradeshow double battery
Sweet ! @mention RT @mention is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Apple,2,sweet opening temporary store downtown launch
"Wow. RT @mention RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Other Google product or service,2,launch major social network called circle possibly today
"joining @mention soon: 12:30pm, Hilton 615AB, at #sxsw: RT @mention Who is going to the Android Developers Meetup?",,1,joining soon hilton going android developer meetup
ZOMG RT @mention Special Apple store at #sxsw just for ipad. Line is a block long. plixi.com/p/83323324 plixi.com/p/83323414,,2,zomg special store line block long plixi plixi
"Good Q ÛÏ@mention To those that purchased iPad 2 at #SXSW, I see more ppl buying white one. Why? Nice frame for presentations? Reading?Û",,1,good purchased buying white nice frame presentation reading
"Hearing @mention travels across US through social connections, people wandering around with iPad 2s and t-shirts with QR codes. #sxsw",,1,hearing travel across social connection people wandering around shirt code
#Thanks @mention we're lovin' the @mention app update on my iPhone. Be sure to download &amp; familiarize yourself w/ it before #SXSW #usguys,iPad or iPhone App,2,thanks lovin update sure download familiarize usguys
Hmm. RT @mention We interrupt your regularly scheduled  #sxsw geek programming with big news {link} #google #circles,,1,interrupt regularly scheduled geek programming news circles
Casually mentioned: you can forecast the DOW six days ahead based on Google mood analysis of Twitter data. #sxsw #smvis #imrich,Google,2,casually mentioned forecast day ahead based mood analysis twitter data smvis imrich
marcelosomers: New version of Google Maps for Mobile is pretty amazing - vector based &amp; FAST! #sxsw: marcelosomers:... {link},Google,2,marcelosomers version map mobile pretty amazing vector based fast marcelosomers
The line might have started off a bit slow but by 4:45PM it easily wrapped around ...  #ipad #sxsw #gadgets {link},,1,line might started slow easily wrapped around gadgets
@mention Might need to go to Apple today. I think my &quot;S&quot; &quot;X&quot; and &quot;W&quot; keys are worn out. #SXSW,Apple,0,might need today think key worn
Watching Mike Tyson demo his new iPhone app. #sxsw,,1,watching mike tyson demo
"With 150 million mobile users on Google maps, 40% of all Google Maps usage is from mobile devices. #maps #sxsw",,1,million mobile user map map usage mobile device maps
just got mine &amp; i disagree RT  @mention Peter Cashmore on iPad 2 it's only a minor improvement Not worth it unless you've $ 2 burn #SXSW,iPad,0,mine disagree peter cashmore minor improvement worth unless burn
Ready to mingle with my fellow #sxsurrogates #sxsw #gsdm @mention GSD&amp;M + Google Present: THE INDUSTRY PARTY {link},,1,ready mingle fellow sxsurrogates gsdm present industry party
Spent 45 mins @mention the Foursquare lot charging the iPhone. Got it from 29% back up to 75% before getting in line for the Digg party. #SXSW,,1,spent min foursquare charging back getting line digg party
"@mention mission round table #sxsw #sxbrits with twitter, google, dell, microsoft and icm",,1,mission round table sxbrits twitter dell microsoft
I just commented: Where is the bus here at #SXSW? in the John Lennon Educational Tour Bus iPhone App {link},,1,commented john lennon educational tour
seeing demo of Google Maps for Mobile 5 vector graphics #SXSW,,1,seeing demo map mobile vector graphic
"Google's Mobile Future, and the Elusive 'Power of Here&quot; #SXSW Interactive @mention",,1,mobile future elusive power interactive
My #sxsw moment - walking while looking down at iPhone and nearly ran into @mention and @mention at the ACC.,,1,moment walking looking nearly
"Within a month of having iPad, severely autistic 9 year old had mastered puzzles and games. #sxsw #poursite",iPad,2,within month severely autistic year mastered puzzle game poursite
New from Moose Tracker - Google discusses the importance of location with mobile. {link} #SXSW,,1,moose tracker discus importance location mobile
The only more fitting than @mention having his birthday during #SXSW is if Apple released a new product today too. Happy Birthday!,,1,fitting birthday released product today happy birthday
Indeed - more info @mention + #AppleATXdt RT @mention Witness the Spectacle of the Apple Popup Store [#SXSW] {link},,1,indeed info appleatxdt witness spectacle popup store
Hmmmm... more oppty to get an iPad 2 while at #SXSW? {link}  - stop tempting me!!!  :),,1,hmmmm oppty stop tempting
Google rumored to launch new Social service called Circles. You would think they would do that @mention #SXSW,,1,rumored launch social service called circle would think would
1 of the most important things needed when designing for the iPad: gesturing -the ability to talk with your hands. That and listening #sxsw,,1,important thing needed designing gesturing ability talk hand listening
Strong rumours abt Google unveiling a new social network called 'Circles' at  #sxsw  Does look interesting: {link},Google,2,strong rumour unveiling social network called circle doe look interesting
I made a movie about the iPad 2 launch at #SXSW {link},,1,made movie launch
"Google &amp; BAVC launch Impact Dashboard at #SXSW - web app to collect, host and visualize data in real time: bavc.org/impact",,2,bavc launch impact dashboard collect host visualize data real time bavc impact
"Google &amp; Bing- Website Ranking, with Danny Sullivan, Duane Forrester and Matt Cutts {link} #vizthink #sxsw #ogilvynotes",,1,bing website ranking danny sullivan duane forrester matt cutts vizthink ogilvynotes
google &amp; facebook have an official death policies. But vast majority of digi companies don't #digitaldeath #sxsw,,1,facebook official death policy vast majority digi company digitaldeath
"An iPad, mp3 recorder, flipcam, iPod, laptop ... yup, I'm going to #SXSW with team #MSUSXSW {link}",,1,recorder flipcam ipod laptop going team msusxsw
"#bavcID Impact Dashboard code will be available at &quot;Google Code, Github, or other popular sites&quot; #sxsw",,1,bavcid impact dashboard code available code github popular site
Doodle competition: invite kids to create own doodles. Winners are put on Google.com to celebrate their awesomeness!  #GoogleDoodle #sxsw,Google,2,doodle competition invite kid create doodle winner celebrate awesomeness googledoodle
Forget samplers. Download the unofficial #SXSW torrent: {link},,1,forget sampler download unofficial torrent
"Charity implications? RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,1,charity implication launch major social network called circle possibly today
"Initial impressions: White iPad 2 = awesome, seems so much quicker at web browsing ...even on the shitty wifi here at #sxsw",iPad,2,initial impression white awesome seems much quicker browsing even shitty wifi
Apple trumps Nvidia in tablet gaming {link} #entry #friends #house #sxsw,Apple,2,trump nvidia tablet gaming entry friends house
Really tempted to get the iPad 2 #sxsw,iPad,2,really tempted
Do the Humpty hump!  Google ACLU Party like its 1986! #SXSW,,1,humpty hump aclu party like
"Nope, seems no Google Circles launch today: {link} #sxsw",Other Google product or service,0,nope seems circle launch today
Apple seems to be winning in the app world. #sxsw,Apple,2,seems winning world
{link} Samsung Galaxy S II Appears At FCC And Team Android #SXSW Party {link} #android #followback,,1,samsung galaxy appears team android party android followback
65&quot; multi-touch Google maps at the #hotpot event at #sxsw. {link},,1,multi touch map hotpot event
@mention multiple ipad 2's?? while at #sxsw? you crazy!,,1,multiple crazy
&quot;Community is a place where the web is your friend and the app is not.&quot; {link} #sxsw #grauniad,,1,community place friend grauniad
What are my #Seattle #SXSW peeps up to today? Replacement iPhone in hand - I'm back in action!,iPhone,2,seattle peep today replacement hand back action
@mention my #twitter iPhone app has been down for a few days. Heading to #SXSW and want to tweet a lot - can you help?,iPad or iPhone App,0,twitter day heading want tweet help
Just had my 1st 27&quot; LCD cinema display FaceTime to IPad 2 FaceTime with @mention ... #sxsw bar in my living room lol!,,1,cinema display facetime facetime living room
"Restored my Apple made smart phone, because I'm about to unleash hell on it at #SXSW.",Apple,2,restored made smart phone unleash hell
Just saw my first iPad 2 user tooÛÓcan tell because he has the white one. #sxsw #apple #iminfanboycentral,,1,first user tell white iminfanboycentral
Just put my first sticker on my mac after signing up for the @mention iPhone beta at  #sxsw  {link},,1,first sticker signing beta
